,id,sentiment_score
0,100_1,0.29880000000000007
1,100_10,0.24637083333333332
2,100_11,0.2513142857142857
3,100_12,0.209415
4,100_13,0.35093500000000005
5,100_14,0.4532609756097561
6,100_15,0.3574944444444444
7,100_16,0.31681111111111115
8,100_17,0.2999045454545455
9,100_18,0.3414761904761905
10,100_19,0.268575
11,100_2,0.18159999999999998
12,100_20,0.5852026315789473
13,100_21,0.2980377777777778
14,100_22,0.4867588235294118
15,100_23,0.2985315789473684
16,100_24,0.16930895522388062
17,100_25,0.3110880952380953
18,100_26,0.4503443037974684
19,100_27,0.29300238095238096
20,100_28,0.4288727272727273
21,100_29,0.3106083333333334
22,100_3,0.21015098039215688
23,100_30,0.12094285714285714
24,100_31,0.1449505747126437
25,100_32,0.23738571428571426
26,100_33,0.1884475
27,100_34,0.1829175
28,100_35,0.27763
29,100_36,0.525081081081081
30,100_37,0.47672777777777786
31,100_38,0.3104681818181818
32,100_39,0.3764130434782608
33,100_4,0.1727945945945946
34,100_40,0.19935000000000003
35,100_41,0.20589655172413793
36,100_42,0.2402736842105263
37,100_43,0.6298349999999999
38,100_44,0.3866672131147541
39,100_45,0.27395846153846154
40,100_46,0.49578292682926833
41,100_47,0.3499133333333333
42,100_48,0.31941617647058823
43,100_49,0.31673
44,100_5,0.3175238095238096
45,100_50,0.18513214285714288
46,100_6,0.25850750000000006
47,100_7,0.4560010416666667
48,100_8,0.27993636363636365
49,100_9,0.1315478260869565
50,101_1,0.2621714285714286
51,101_10,0.32585555555555556
52,101_11,0.32413
53,101_12,0.21865128205128206
54,101_13,0.35879242424242425
55,101_14,0.3536074074074075
56,101_15,0.37086250000000004
57,101_16,0.2545452380952381
58,101_17,0.3943272727272727
59,101_18,0.39494473684210524
60,101_19,0.3575827586206897
61,101_2,0.3229413793103447
62,101_20,0.4456525
63,101_21,0.29855000000000004
64,101_22,0.37318780487804876
65,101_23,0.20214166666666664
66,101_24,0.4223615384615384
67,101_25,0.6722250000000001
68,101_26,0.30328958333333333
69,101_27,0.3374852941176471
70,101_28,0.27937794117647063
71,101_29,0.36055909090909094
72,101_3,0.4731
73,101_30,0.2900471264367816
74,101_31,0.22765833333333335
75,101_32,0.34619999999999995
76,101_33,0.35288444444444445
77,101_34,0.2385067796610169
