,id,sentiment_score
666,112_29,3.2
667,112_3,3.2162162162162162
668,112_30,3.8846153846153846
669,112_31,3.2777777777777777
670,112_32,4.0
671,112_33,3.4
672,112_34,3.085714285714286
673,112_35,3.325
674,112_36,3.909090909090909
675,112_37,3.697674418604651
676,112_38,4.0606060606060606
677,112_39,2.6923076923076925
678,112_4,4.2
679,112_40,3.196078431372549
680,112_41,3.5238095238095237
681,112_42,3.4791666666666665
682,112_43,3.2
683,112_44,3.6363636363636362
684,112_45,3.8333333333333335
685,112_46,3.909090909090909
686,112_47,2.7
687,112_48,3.6956521739130435
688,112_49,3.4571428571428573
689,112_5,3.1818181818181817
690,112_50,2.8484848484848486
691,112_6,2.48
692,112_7,3.511111111111111
693,112_8,3.235294117647059
694,112_9,3.5714285714285716
695,113_1,3.287878787878788
696,113_10,3.56
697,113_11,3.3771929824561404
698,113_12,3.3870967741935485
699,113_13,3.1818181818181817
700,113_14,2.625
701,113_15,3.6923076923076925
702,113_16,4.0
703,113_17,3.95
704,113_18,3.90625
705,113_19,3.2857142857142856
706,113_2,3.8823529411764706
707,113_20,4.0
708,113_21,2.909090909090909
709,113_22,3.40625
710,113_23,3.75
711,113_24,3.85
712,113_25,3.106382978723404
713,113_26,2.8
714,113_27,3.0833333333333335
715,113_28,3.2
716,113_29,3.38
717,113_3,3.230769230769231
718,113_30,3.061224489795918
719,113_31,3.8214285714285716
720,113_33,3.6140350877192984
721,113_34,3.7142857142857144
722,113_35,3.142857142857143
723,113_36,3.7948717948717947
724,113_37,4.0
725,113_38,3.90625
726,113_39,3.5
727,113_4,3.3076923076923075
728,113_40,3.2857142857142856
729,113_41,3.7333333333333334
730,113_42,3.5217391304347827
731,113_43,3.53125
732,113_44,3.163265306122449
733,113_45,3.4324324324324325
734,113_46,3.5
735,113_47,4.125
736,113_48,3.7142857142857144
737,113_49,3.0
738,113_5,3.740740740740741
739,113_50,3.261904761904762
740,113_6,3.3095238095238093
741,113_7,3.380952380952381
742,113_8,3.712121212121212
743,113_9,3.6133333333333333
744,114_1,3.9130434782608696
745,114_10,3.92
746,114_11,3.652173913043478
747,114_12,2.9523809523809526
748,114_13,3.526315789473684
749,114_14,3.682926829268293
750,114_15,4.846153846153846
751,114_16,4.133333333333334
752,114_17,3.45
753,114_18,3.2666666666666666
754,114_19,3.8461538461538463
755,114_2,3.7916666666666665
756,114_20,3.625
757,114_21,3.5833333333333335
758,114_22,2.888888888888889
759,114_23,3.869565217391304
760,114_24,3.4615384615384617
761,114_25,3.86046511627907
762,114_26,3.8947368421052633
763,114_27,3.0
764,114_28,3.44
765,114_29,3.5
766,114_3,3.4827586206896552
767,114_30,3.7560975609756095
768,114_31,2.872093023255814
769,114_32,3.6875
770,114_33,3.090909090909091
771,114_34,3.5531914893617023
772,114_35,3.2916666666666665
773,114_36,3.0384615384615383
774,114_37,2.9545454545454546
775,114_38,3.6923076923076925
776,114_39,3.2580645161290325
777,114_4,3.4242424242424243
778,114_40,3.3333333333333335
779,114_41,3.0416666666666665
780,114_42,3.902439024390244
781,114_43,3.825
782,114_44,3.4390243902439024
783,114_45,3.125
784,114_46,3.1780821917808217
785,114_47,2.9545454545454546
786,114_48,3.0416666666666665
787,114_49,3.0
788,114_5,3.6666666666666665
789,114_50,3.5555555555555554
790,114_6,3.909090909090909
791,114_7,3.1842105263157894
792,114_8,4.037037037037037
793,114_9,3.5
794,115_1,3.5588235294117645
795,115_10,3.0714285714285716
796,115_11,4.142857142857143
797,115_12,3.5454545454545454
798,115_13,3.176470588235294
799,115_14,4.217391304347826
800,115_15,4.073170731707317
801,115_16,4.0
802,115_17,3.259259259259259
803,115_18,2.9375
804,115_19,3.1052631578947367
805,115_2,3.375
806,115_20,3.2653061224489797
807,115_21,3.120967741935484
808,115_22,3.611111111111111
809,115_23,3.7037037037037037
810,115_24,3.3333333333333335
811,115_25,3.8055555555555554
812,115_26,3.870967741935484
813,115_27,2.74468085106383
814,115_28,3.5833333333333335
815,115_29,2.740740740740741
816,115_3,3.25
817,115_30,3.7962962962962963
818,115_31,3.59375
819,115_32,5.0
820,115_33,3.4133333333333336
821,115_34,3.473684210526316
822,115_35,3.380952380952381
823,115_36,3.8421052631578947
824,115_37,3.0434782608695654
825,115_38,3.3333333333333335
826,115_39,3.875
827,115_4,3.3592233009708736
828,115_40,4.0
829,115_41,3.4761904761904763
830,115_42,3.8421052631578947
831,115_43,3.533333333333333
832,115_44,3.1724137931034484
833,115_45,3.7241379310344827
834,115_46,3.3333333333333335
835,115_47,3.608695652173913
836,115_48,3.576923076923077
837,115_49,3.5833333333333335
838,115_5,3.5625
839,115_50,3.75
840,115_6,3.1052631578947367
841,115_7,3.5
842,115_8,3.9514563106796117
843,116_1,3.2549019607843137
844,116_10,3.627906976744186
845,116_11,3.588235294117647
846,116_12,3.40625
847,116_13,3.6818181818181817
848,116_14,3.6923076923076925
849,116_15,3.2
850,116_16,3.242424242424242
851,116_17,4.482758620689655
852,116_18,3.411764705882353
853,116_19,2.8970588235294117
854,116_2,3.2058823529411766
855,116_20,3.2
856,116_21,3.4347826086956523
857,116_22,3.2
858,116_23,3.3548387096774195
859,116_24,3.4047619047619047
860,116_25,3.4489795918367347
861,116_26,3.8181818181818183
862,116_27,3.7
863,116_28,3.9444444444444446
864,116_29,2.764705882352941
865,116_3,3.5789473684210527
866,116_30,3.611111111111111
867,116_31,3.075
868,116_32,3.739130434782609
869,116_33,4.0
870,116_34,4.117647058823529
871,116_35,3.5106382978723403
872,116_36,3.2285714285714286
873,116_37,3.4
874,116_38,4.15
875,116_39,3.1333333333333333
876,116_4,4.016949152542373
877,116_40,2.6551724137931036
878,116_41,3.533333333333333
879,116_42,3.4583333333333335
880,116_43,3.25
881,116_44,4.217391304347826
882,116_45,3.888888888888889
883,116_46,3.35
884,116_47,3.5357142857142856
885,116_48,3.28125
886,116_49,3.3333333333333335
887,116_5,3.3703703703703702
888,116_50,3.4193548387096775
889,116_6,3.909090909090909
890,116_7,3.5789473684210527
891,116_8,3.64
892,116_9,3.3970588235294117
893,117_1,3.1666666666666665
894,117_10,3.347826086956522
895,117_11,2.9464285714285716
896,117_12,2.8857142857142857
897,117_13,3.4444444444444446
898,117_14,3.2
899,117_15,3.933333333333333
900,117_16,4.088235294117647
901,117_17,3.0714285714285716
902,117_18,3.869565217391304
903,117_19,3.433333333333333
904,117_2,3.5306122448979593
905,117_20,4.25531914893617
906,117_21,4.0
907,117_22,3.8055555555555554
908,117_23,3.8
909,117_24,3.769230769230769
910,117_25,3.761904761904762
911,117_26,4.8
912,117_27,3.830508474576271
913,117_28,4.085714285714285
914,117_29,3.966666666666667
915,117_3,3.5384615384615383
916,117_30,3.3333333333333335
917,117_31,3.3225806451612905
918,117_32,3.6491228070175437
919,117_33,3.8518518518518516
920,117_34,3.923076923076923
921,117_35,3.8372093023255816
922,117_36,4.147058823529412
923,117_37,2.5276073619631902
924,117_38,3.6857142857142855
925,117_39,3.6857142857142855
926,117_4,3.4482758620689653
927,117_40,4.2
928,117_41,3.4
929,117_42,3.44
930,117_43,3.467741935483871
931,117_44,3.388888888888889
932,117_45,4.073170731707317
933,117_46,3.8461538461538463
934,117_47,4.153846153846154
935,117_48,2.9583333333333335
936,117_49,3.6875
937,117_5,2.9130434782608696
938,117_50,3.4838709677419355
939,117_6,3.54
940,117_7,3.721311475409836
941,117_8,3.6818181818181817
942,117_9,4.2105263157894735
943,118_1,2.8205128205128207
944,118_10,3.025
945,118_11,4.153846153846154
946,118_12,3.447058823529412
947,118_13,3.8846153846153846
948,118_14,2.8
949,118_15,4.583333333333333
950,118_16,3.891304347826087
951,118_17,3.4054054054054053
952,118_18,3.9
953,118_19,3.5714285714285716
954,118_2,3.6739130434782608
955,118_20,2.25
956,118_21,3.5652173913043477
957,118_22,3.7948717948717947
958,118_23,3.103448275862069
959,118_24,3.4285714285714284
960,118_25,4.0
961,118_26,3.5384615384615383
962,118_27,4.142857142857143
963,118_28,2.736842105263158
964,118_29,3.875
965,118_3,3.4680851063829787
966,118_30,3.0
967,118_31,3.75
968,118_32,3.3666666666666667
969,118_33,3.5128205128205128
970,118_34,3.4545454545454546
971,118_35,3.360294117647059
972,118_36,3.2580645161290325
973,118_37,3.4285714285714284
974,118_38,3.473684210526316
975,118_39,3.4482758620689653
976,118_4,3.4523809523809526
977,118_40,4.4
978,118_41,3.25
979,118_42,3.3469387755102042
980,118_43,3.4235294117647057
981,118_44,3.1320754716981134
982,118_45,3.2285714285714286
983,118_46,4.416666666666667
984,118_47,3.660377358490566
985,118_48,3.4556962025316458
986,118_49,2.872340425531915
987,118_5,3.2892561983471076
988,118_50,4.103448275862069
989,118_6,3.1842105263157894
990,118_7,3.5625
991,118_8,3.111111111111111
992,118_9,3.75
993,119_1,3.45
994,119_10,3.0
995,119_11,4.0625
996,119_12,2.923076923076923
997,119_13,3.5
998,119_14,3.5
999,119_15,2.774193548387097
1000,119_16,3.1333333333333333
1001,119_17,3.168421052631579
1002,119_18,4.0
1003,119_19,3.558139534883721
1004,119_2,3.881720430107527
1005,119_20,2.95
1006,119_21,3.12
1007,119_22,3.658536585365854
1008,119_23,3.9444444444444446
1009,119_24,3.0
1010,119_25,3.72972972972973
1011,119_26,3.7708333333333335
1012,119_27,3.56
1013,119_28,3.357142857142857
1014,119_29,2.95
1015,119_3,3.4166666666666665
1016,119_30,3.8
1017,119_31,3.0166666666666666
1018,119_32,3.3333333333333335
1019,119_33,3.5
1020,119_34,3.4347826086956523
1021,119_35,3.124087591240876
1022,119_36,3.0
1023,119_37,3.41025641025641
1024,119_38,3.475
1025,119_39,4.285714285714286
1026,119_4,4.130434782608695
1027,119_40,3.066666666666667
1028,119_41,2.9491525423728815
1029,119_42,3.46875
1030,119_43,3.212121212121212
1031,119_44,3.111111111111111
1032,119_45,3.5
1033,119_46,3.4166666666666665
