,reserve,num_bids,num_com,milage,private_seller,num_highlights,num_equipment,num_modifications,num_known_flaws,num_service_history,num_other_items,num_owner_history,num_seller_notes,num_videos,sold,sentiment_score,year,make_model,title_status,end_bid,num_views,num_photos,make_BMW,model_M3,ecolor_beige,ecolor_black,ecolor_blue,ecolor_brown,ecolor_gray,ecolor_green,ecolor_orange,ecolor_purple,ecolor_red,ecolor_silver,ecolor_white,ecolor_yellow,icolor_beige,icolor_black,icolor_brown,icolor_gray,icolor_green,icolor_orange,icolor_red,icolor_silver,num_bidders
153,1,37,39,12300,1,5,13,0,6,1,6,1,0,5.0,1,0.40625,2001,BMW M3,1,37250,8351,85,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,19
154,1,7,24,90500,1,6,11,4,9,1,7,1,0,2.0,1,0.2,2005,BMW M3,1,24000,10851,150,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,6
155,1,56,24,127800,1,4,12,8,12,3,4,1,0,4.0,1,0.0,2005,BMW M3,1,13000,12355,63,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,15
156,1,29,20,32200,1,5,16,0,4,4,4,1,0,2.0,1,0.375,2018,BMW M3,1,54000,11993,93,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,19
157,1,25,32,66100,1,7,10,4,9,4,6,1,0,4.0,0,0.1818181818181818,2001,BMW M3,1,20250,5050,162,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,10
158,0,31,21,123100,1,6,12,11,13,1,6,1,0,1.0,1,0.3333333333333333,1997,BMW M3,1,13000,11142,162,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,13
159,1,34,48,64900,0,5,9,0,9,5,6,1,0,1.0,0,0.0888888888888888,2005,BMW M3,1,30000,10148,169,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,14
160,0,24,52,57700,0,6,8,11,3,6,4,1,3,2.0,1,0.3,2010,BMW M3,1,35250,9059,157,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,17
161,1,46,71,77000,1,6,12,12,11,0,2,1,0,2.0,1,0.3934426229508196,2004,BMW M3,1,12100,9899,96,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,15
162,1,31,77,73800,1,7,11,5,6,5,2,1,0,2.0,0,0.0350877192982456,2013,BMW M3,1,43250,14060,79,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,10
163,1,37,48,119800,1,6,10,21,15,18,6,1,0,1.0,0,0.2051282051282051,2005,BMW M3,1,27600,16431,149,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,16
164,1,59,46,154400,1,6,9,5,4,6,3,1,0,4.0,1,0.2857142857142857,2001,BMW M3,1,19000,8640,107,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,23
165,0,41,39,68700,0,6,13,2,9,1,1,1,0,0.0,1,0.2424242424242424,2005,BMW M3,1,33000,9083,122,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,22
166,1,22,52,164100,1,4,9,11,7,0,5,1,0,3.0,1,0.6388888888888888,1988,BMW M3,1,60250,17610,200,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,15
167,1,32,76,109000,1,5,10,2,9,12,8,1,0,4.0,1,0.3538461538461538,1999,BMW M3,1,24750,14470,275,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12
168,1,33,17,31800,1,5,12,0,5,5,2,1,1,1.0,0,0.2727272727272727,2009,BMW M3,1,28000,4660,105,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,18
169,1,2,13,129100,1,6,13,1,10,0,3,1,0,3.0,1,0.2222222222222222,2001,BMW M3,1,14500,4407,97,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
170,0,43,27,85000,0,5,12,8,5,5,3,1,0,1.0,1,-0.04,2011,BMW M3,1,25000,10944,101,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,19
171,1,38,28,75300,1,5,11,3,8,4,4,1,0,2.0,1,0.1304347826086956,2004,BMW M3,1,16200,6089,89,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,17
172,1,14,33,74100,1,6,13,10,6,8,3,1,0,4.0,0,0.3888888888888889,2017,BMW M3,1,35500,13191,87,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,8
173,1,18,22,122100,1,6,15,10,12,16,3,1,0,6.0,1,0.4615384615384615,2008,BMW M3,1,18750,9981,186,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10
174,1,26,39,73100,1,6,11,6,9,3,3,1,0,3.0,0,0.4137931034482758,2005,BMW M3,1,30750,9985,118,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,14
175,0,29,57,141700,1,6,10,4,7,6,6,1,0,2.0,1,0.32,1995,BMW M3,1,19500,10399,108,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,16
176,1,42,32,51100,1,5,14,7,7,8,4,1,0,2.0,1,0.3214285714285714,2016,BMW M3,1,39000,9221,89,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,20
177,1,24,16,69700,1,5,11,12,9,0,3,1,0,1.0,1,0.3125,2013,BMW M3,1,30000,8760,62,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9
178,0,71,19,126700,1,6,10,11,9,6,4,1,2,1.0,1,0.4444444444444444,2001,BMW M3,1,20952,4790,91,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5
179,1,29,69,163500,1,7,11,15,7,12,1,1,3,2.0,1,0.4,2006,BMW M3,1,24321,13104,86,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,11
180,1,28,32,87600,0,5,14,0,3,7,3,1,0,4.0,0,0.2857142857142857,2006,BMW M3,1,18750,6735,67,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,16
181,1,35,34,58500,1,6,14,9,4,5,2,1,2,1.0,1,0.1176470588235294,2015,BMW M3,1,41999,15491,105,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,14
182,0,31,90,228000,1,6,6,14,14,14,6,1,0,5.0,1,0.684931506849315,1997,BMW M3,0,12500,14544,315,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,11
183,1,43,50,90700,1,6,12,4,9,5,5,1,0,3.0,1,0.2826086956521739,2002,BMW M3,1,27399,8213,126,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,18
184,1,49,27,54300,1,5,24,9,6,9,4,1,0,3.0,1,0.2272727272727272,2016,BMW M3,1,45500,10555,177,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,16
185,1,27,43,93800,1,4,11,6,13,8,4,1,0,5.0,1,0.4102564102564102,2004,BMW M3,1,19000,14452,169,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,14
186,1,25,32,36200,1,5,13,5,2,8,4,1,0,3.0,1,0.2307692307692307,2018,BMW M3,1,55666,11829,139,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,11
187,1,29,19,67500,1,5,11,1,9,4,3,1,2,4.0,0,0.6666666666666666,2004,BMW M3,1,22500,5362,116,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,16
188,1,68,30,47600,1,6,10,13,5,4,6,1,0,3.0,1,0.3636363636363636,2004,BMW M3,1,42000,7434,88,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,13
189,1,7,14,87000,1,5,8,7,9,9,5,1,0,2.0,0,0.6666666666666666,2006,BMW M3,1,22000,11567,84,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6
190,1,18,51,41000,0,5,8,0,3,0,4,1,0,2.0,0,0.3404255319148936,1995,BMW M3,1,37000,11667,141,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,8
191,1,50,25,111800,1,5,11,0,7,3,5,1,0,4.0,1,0.2272727272727272,2001,BMW M3,1,22500,5941,62,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,16
192,1,30,25,113700,1,5,11,0,12,0,10,1,0,6.0,0,0.7,1998,BMW M3,1,17350,10593,150,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,17
193,1,36,58,68300,1,5,12,1,7,3,2,1,0,3.0,1,0.2592592592592592,2002,BMW M3,1,25000,7198,95,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,13
194,1,24,26,58400,1,5,8,0,11,2,3,1,0,1.0,0,-0.2777777777777778,2004,BMW M3,1,17250,10876,128,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,14
195,1,57,30,168100,1,6,13,18,6,19,4,1,0,4.0,1,0.2916666666666667,2008,BMW M3,1,25000,7775,99,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,17
196,1,46,11,48200,1,5,14,1,8,0,5,1,0,4.0,1,0.6666666666666666,2015,BMW M3,1,42650,8887,72,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15
197,1,49,28,161500,1,5,10,14,6,3,1,1,0,1.0,1,0.1428571428571428,2003,BMW M3,1,22750,12515,74,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,21
198,1,44,36,22200,1,5,10,4,6,5,3,1,0,7.0,1,0.5,2011,BMW M3,1,42250,5869,204,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,17
199,0,61,63,136400,1,5,11,2,11,0,2,1,0,3.0,1,0.1282051282051282,2009,BMW M3,1,16500,12083,113,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,19
200,1,27,11,63600,1,5,10,3,10,0,6,1,0,1.0,1,0.6,2004,BMW M3,1,19750,4807,106,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,10
201,0,36,47,246300,1,4,12,1,8,3,3,1,0,1.0,1,0.3157894736842105,1997,BMW M3,1,7000,14232,100,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,13
202,1,42,24,111000,1,5,10,3,8,9,8,1,0,5.0,1,0.3636363636363636,1999,BMW M3,1,12300,7816,136,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,18
203,1,15,25,42300,1,5,17,0,3,4,2,1,2,1.0,1,0.0454545454545454,2015,BMW M3,1,50000,5761,156,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8
204,1,57,43,163800,1,6,14,3,9,0,3,1,0,1.0,1,-0.0303030303030303,2003,BMW M3,1,23500,11588,65,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,19
205,1,37,41,24200,1,6,13,7,6,3,4,1,0,3.0,1,0.1612903225806451,2013,BMW M3,1,45250,9945,126,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,14
206,1,38,22,75400,1,4,12,1,9,3,5,1,0,3.0,0,0.2,2003,BMW M3,1,16775,7585,84,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,20
207,1,17,6,167900,1,5,15,8,6,9,4,1,2,9.0,0,-0.2,1999,BMW M3,1,11950,5358,175,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10
208,1,30,19,98300,0,6,10,15,6,1,3,1,0,1.0,1,0.4,2005,BMW M3,1,23000,11005,262,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,15
209,1,24,44,71300,1,6,11,3,7,4,6,1,0,2.0,0,0.064516129032258,2008,BMW M3,1,26500,7381,71,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12
210,1,25,32,8100,1,4,15,0,2,4,3,1,0,2.0,1,0.3461538461538461,2022,BMW M3,1,79401,13191,84,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15
211,0,47,132,46700,1,6,9,6,11,6,1,1,0,5.0,1,0.0743801652892562,2012,BMW M3,1,34750,11143,117,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,13
212,1,41,79,19900,1,6,10,2,5,5,2,1,0,2.0,0,0.2307692307692307,2003,BMW M3,1,44500,12486,92,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,13
213,1,43,53,133800,0,6,9,6,12,0,3,1,2,1.0,0,0.275,1994,BMW M3,1,19100,13494,131,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,20
214,1,26,50,7100,0,5,11,0,4,3,2,1,0,4.0,0,0.25,2010,BMW M3,1,54300,11022,198,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,16
215,1,9,59,58000,1,6,12,2,11,0,1,1,0,1.0,1,0.0,2013,BMW M3,1,35333,14969,88,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3
216,1,12,38,129600,1,6,9,16,8,9,6,1,0,2.0,0,0.2972972972972973,1997,BMW M3,1,17200,11643,265,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7
217,1,15,48,128800,0,4,12,4,7,11,3,1,0,2.0,1,0.0930232558139534,2006,BMW M3,1,15750,14244,172,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,7
218,1,57,80,67100,1,7,11,3,4,3,2,1,0,6.0,1,-0.015625,2013,BMW M3,1,42806,16563,122,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,21
219,1,10,41,187800,1,5,10,22,11,11,6,1,0,3.0,0,0.0,2001,BMW M3,1,12600,10113,109,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7
220,0,27,30,105200,1,5,12,10,8,6,2,1,2,4.0,1,0.2307692307692307,2012,BMW M3,1,20500,10120,78,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,15
221,1,46,33,69100,1,6,11,4,5,1,4,1,0,1.0,1,0.2068965517241379,2008,BMW M3,1,33502,10304,62,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,15
222,1,16,20,139600,1,6,10,0,14,4,2,1,0,3.0,1,0.5294117647058824,2006,BMW M3,1,20100,12463,97,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,10
223,1,11,21,78600,1,6,12,7,7,6,4,1,0,1.0,1,0.2222222222222222,2001,BMW M3,1,20250,5704,77,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,7
224,1,24,88,66000,0,5,13,1,7,0,3,1,0,2.0,0,0.2894736842105263,1996,BMW M3,1,38250,35547,230,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,9
225,1,18,31,44900,0,6,11,5,5,1,2,1,0,1.0,0,0.36,2006,BMW M3,1,23825,6234,61,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9
226,1,24,19,104500,1,6,12,3,14,5,4,1,0,6.0,1,0.7333333333333333,2004,BMW M3,1,21250,5991,116,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9
227,0,53,54,18300,1,6,11,8,6,3,3,1,0,2.0,1,0.4390243902439024,2009,BMW M3,1,37200,10865,67,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,22
228,0,53,54,18300,1,6,11,8,6,3,3,1,0,2.0,1,0.4390243902439024,2009,BMW M3,1,37200,10868,67,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,22
229,1,37,71,61400,0,6,10,11,5,5,4,1,1,1.0,1,0.4107142857142857,1998,BMW M3,1,39000,10421,144,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,9
230,1,39,49,23900,1,6,9,10,9,2,13,1,2,10.0,0,0.2121212121212121,2009,BMW M3,1,42000,10766,134,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,14
231,1,40,10,65200,1,5,10,8,7,4,3,1,0,4.0,0,0.1111111111111111,2008,BMW M3,1,24250,6028,116,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,11
232,0,25,19,74900,1,6,11,4,4,21,5,1,2,3.0,1,0.4117647058823529,2016,BMW M3,1,43250,13289,141,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,10
233,1,7,31,130000,1,6,10,7,11,11,4,1,2,3.0,0,0.8181818181818182,2010,BMW M3,1,22800,10870,221,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7
234,1,35,23,42600,1,5,10,1,4,2,5,1,0,2.0,1,0.35,2004,BMW M3,1,25000,9000,85,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,18
235,1,10,53,20100,0,5,9,1,6,1,4,1,0,1.0,0,0.0227272727272727,1997,BMW M3,1,30000,14680,145,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8
236,1,43,58,180500,1,5,4,19,6,3,1,1,0,2.0,0,0.2682926829268293,1995,BMW M3,1,10100,17007,62,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,22
237,1,16,20,108800,1,5,12,14,7,3,1,1,0,6.0,0,0.7857142857142857,2008,BMW M3,1,18150,7628,94,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,10
238,1,12,31,58400,1,5,9,15,6,3,7,1,2,2.0,0,0.5714285714285714,2012,BMW M3,1,32250,8186,113,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10
239,1,10,16,30900,1,5,12,0,10,2,4,1,0,4.0,1,0.6,2001,BMW M3,1,27750,7386,179,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6
240,1,18,73,92800,1,6,13,4,7,5,3,1,0,2.0,1,0.6451612903225806,2008,BMW M3,1,26000,11033,278,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,11
241,1,36,45,79200,1,6,14,5,14,4,6,1,2,4.0,1,0.3783783783783784,1994,BMW M3,1,35250,13327,181,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8
242,0,51,41,116900,1,5,12,15,14,0,7,1,3,3.0,1,0.2571428571428571,2012,BMW M3,1,22750,8420,143,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,15
243,1,9,33,99500,1,6,10,33,16,5,2,1,2,6.0,1,0.1428571428571428,1998,BMW M3,1,18888,9465,125,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2
244,1,24,29,46900,0,5,13,5,6,4,3,1,0,3.0,0,0.52,2016,BMW M3,1,46000,12768,127,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10
245,1,8,25,86800,1,5,9,5,4,6,4,1,0,7.0,1,0.2083333333333333,2006,BMW M3,1,21250,6177,186,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,6
246,1,9,23,97800,1,5,13,29,6,3,3,1,3,1.0,1,0.238095238095238,2011,BMW M3,1,22250,10156,84,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9
247,1,51,48,67300,1,5,14,9,6,2,2,1,2,1.0,1,0.075,2013,BMW M3,1,32250,8102,113,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12
248,0,33,34,184200,1,7,12,6,14,10,5,1,0,6.0,1,0.4782608695652174,2002,BMW M3,1,12100,13681,232,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,17
249,1,15,7,79100,1,6,9,8,8,3,4,1,0,3.0,1,0.3333333333333333,2002,BMW M3,1,21500,6048,121,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10
250,1,4,15,122200,1,6,11,19,7,9,4,1,0,4.0,1,0.6428571428571429,1999,BMW M3,1,20000,9673,176,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3
251,1,29,50,19300,1,6,11,14,6,6,6,1,0,2.0,1,0.4318181818181818,2015,BMW M3,1,65800,15682,114,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12
252,1,23,47,73200,1,6,10,23,4,1,7,1,2,3.0,0,0.2894736842105263,2004,BMW M3,1,25500,9229,146,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6
253,0,35,30,141000,1,4,11,1,9,2,3,1,0,1.0,1,0.6153846153846154,1998,BMW M3,1,15357,10584,173,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,12
254,1,12,55,16100,1,6,9,0,8,1,4,1,0,1.0,0,0.2954545454545454,2013,BMW M3,1,64100,15477,127,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,7
255,1,37,31,63400,1,4,14,4,5,2,3,1,2,1.0,1,0.0,2010,BMW M3,1,29500,8535,86,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,15
256,1,33,53,72600,1,6,9,5,13,3,1,1,0,3.0,0,-0.2558139534883721,2008,BMW M3,1,17250,6922,97,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,18
257,0,9,50,78200,1,6,13,4,10,6,5,1,0,7.0,1,0.3243243243243243,2004,BMW M3,1,28500,9976,245,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,6
258,0,12,14,107300,1,5,15,0,7,8,7,1,0,2.0,1,0.3076923076923077,2008,BMW M3,1,26500,8287,77,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9
259,1,16,14,24700,1,5,16,0,2,2,4,1,0,2.0,0,0.3333333333333333,2018,BMW M3,1,55000,10017,69,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,8
260,1,10,97,700,1,5,20,0,0,0,2,1,2,0.0,0,0.2083333333333333,2022,BMW M3,1,77777,15711,62,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,5
261,0,30,36,101700,1,7,12,5,8,2,3,1,0,1.0,1,0.3076923076923077,2011,BMW M3,1,26750,12196,101,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,11
262,1,19,22,130600,1,6,10,4,8,8,8,1,0,2.0,1,0.5,2008,BMW M3,1,21250,11159,150,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,11
263,0,20,42,55600,1,6,10,14,3,2,4,1,2,9.0,1,0.125,2006,BMW M3,1,43000,14033,138,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9
264,1,38,29,42400,1,5,8,15,3,7,7,1,2,4.0,1,0.6,2011,BMW M3,1,42500,10651,156,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,15
265,1,40,75,113100,1,6,11,7,5,4,6,1,0,4.0,1,0.6451612903225806,2006,BMW M3,1,35750,28220,146,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,13
266,1,36,47,60400,1,7,10,5,6,4,3,1,0,5.0,1,0.275,2011,BMW M3,1,41000,13233,198,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,13
267,1,40,93,102000,0,6,10,9,7,5,2,1,0,5.0,1,0.2597402597402597,2008,BMW M3,1,26500,12148,55,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,13
268,1,22,35,80900,1,7,14,5,5,5,6,1,0,3.0,1,0.56,2012,BMW M3,1,33750,13645,81,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7
269,1,11,18,157600,0,6,10,7,10,2,2,1,2,1.0,1,0.0666666666666666,2003,BMW M3,1,17000,11633,69,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7
270,1,27,58,124400,0,6,7,12,5,8,9,1,2,3.0,1,0.58,1997,BMW M3,1,25000,18632,107,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,12
271,1,32,117,67800,1,5,7,35,10,3,4,1,2,3.0,1,0.1981132075471698,2001,BMW M3,1,29000,15553,82,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12
