,reserve,num_bids,num_com,milage,private_seller,num_highlights,num_equipment,num_modifications,num_known_flaws,num_service_history,num_other_items,num_owner_history,num_seller_notes,num_videos,sold,year,make_model,title_status,end_bid,num_views,num_photos,make_BMW,model_M3,ecolor_beige,ecolor_black,ecolor_blue,ecolor_brown,ecolor_gray,ecolor_green,ecolor_orange,ecolor_purple,ecolor_red,ecolor_silver,ecolor_white,ecolor_yellow,icolor_beige,icolor_black,icolor_brown,icolor_gray,icolor_green,icolor_orange,icolor_red,icolor_silver,num_bidders,sentiment_score
44,0,14,31,107000,1,4,13,2,7,7,4,1,0,7.0,1,2008,BMW M3,1,17250,7585,124,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,11,0.7530120481927711
45,1,75,182,177500,1,6,6,10,15,1,8,1,2,1.0,1,1988,BMW M3,1,56000,22435,174,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,20,0.35825420888853426
46,1,45,25,115300,1,5,8,11,5,4,3,1,0,2.0,1,2005,BMW M3,1,19500,14719,66,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,24,0.6204819277108434
47,0,19,62,198800,1,7,13,2,7,3,3,1,2,1.0,1,2008,BMW M3,1,17750,12237,88,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,10,0.2896200185356811
48,1,23,40,100900,0,6,9,2,10,7,3,1,2,2.0,0,1999,BMW M3,1,14600,7789,129,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12,0.3572912339011217
49,1,30,35,69800,1,6,8,5,5,4,2,1,0,1.0,1,1997,BMW M3,1,24751,8561,132,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,13,0.3649893692416725
50,1,7,43,111600,0,6,12,5,3,4,3,1,0,1.0,1,2001,BMW M3,1,20500,15076,288,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,5,0.33467202141900937
51,1,22,28,13600,1,6,10,6,4,4,6,1,0,2.0,0,2013,BMW M3,1,47000,10748,202,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,9,0.7469879518072289
52,1,29,83,700,1,5,14,2,0,0,5,1,0,2.0,1,2022,BMW M3,1,88500,20418,86,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,11,0.284775465498357
53,0,31,27,122100,1,5,10,2,6,4,6,1,0,3.0,1,1999,BMW M3,1,12700,7312,111,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,11,0.6809848088004191
54,1,23,22,26800,1,5,22,1,2,2,7,1,0,4.0,1,2015,BMW M3,1,46000,8274,116,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,8,0.4185161699429295
55,1,5,15,86400,1,5,12,6,9,8,5,1,0,7.0,1,2002,BMW M3,1,11500,6754,218,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0.33467202141900937
56,1,10,50,128100,1,6,11,1,7,0,2,1,0,0.0,0,2005,BMW M3,1,14600,13238,71,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,9,0.28210402585953565
57,1,47,54,67100,0,6,9,3,6,1,2,1,0,1.0,1,2011,BMW M3,1,24000,10669,153,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,26,0.27403732577368295
58,1,34,22,101200,1,5,10,12,10,5,8,1,2,7.0,1,2006,BMW M3,1,17500,11235,167,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,16,0.7370659107016301
59,1,33,45,64500,1,5,11,8,4,1,7,1,0,1.0,0,2008,BMW M3,1,24500,11376,79,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,17,0.4454180357794816
60,1,29,26,53700,1,5,10,0,11,4,3,1,0,6.0,1,2002,BMW M3,1,25750,5824,73,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12,0.6378454996456413
61,0,27,47,143200,1,7,10,12,9,12,3,1,0,2.0,1,1997,BMW M3,1,12345,14115,71,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,12,0.5634301913536499
62,1,12,33,155300,1,6,11,3,11,3,4,1,0,7.0,0,2004,BMW M3,1,12600,11123,138,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,0.6378454996456413
63,1,11,73,45500,1,6,11,8,10,4,6,1,0,3.0,1,2002,BMW M3,1,28850,19687,159,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8,0.6431881371640408
64,0,48,61,135900,0,5,11,27,10,7,5,1,2,1.0,1,1998,BMW M3,0,17500,11875,232,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,16,0.6345381526104418
65,1,26,87,2402,1,6,15,3,2,3,8,1,0,3.0,1,2002,BMW M3,1,54750,25478,186,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12,0.35809906291834004
66,0,14,24,123100,1,6,12,1,11,12,4,1,2,1.0,1,2006,BMW M3,1,21300,6709,215,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,0.7095046854082999
67,1,12,13,51600,1,5,11,0,7,3,4,1,0,2.0,1,2003,BMW M3,1,15500,7640,144,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,8,0.0
68,1,23,175,36900,1,5,11,2,6,5,2,1,0,3.0,0,2012,BMW M3,1,22500,16324,111,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,11,0.1984918089624686
69,1,12,26,16500,1,4,12,1,3,2,5,1,0,1.0,1,2018,BMW M3,1,64500,14267,103,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,0.6809848088004191
70,0,44,74,123600,1,5,11,1,9,8,4,1,0,4.0,1,2003,BMW M3,1,17400,13515,96,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,13,0.403720143732826
71,1,34,59,113900,1,6,10,11,8,3,7,1,0,1.0,1,2003,BMW M3,1,24000,8520,81,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12,0.581902076390669
72,1,31,48,67700,1,6,11,13,7,7,3,1,0,3.0,1,2009,BMW M3,1,33256,12429,118,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,15,0.5155505743905856
73,1,34,77,66500,1,6,8,7,4,4,5,1,2,0.0,1,2015,BMW M3,1,39000,13952,185,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,12,0.5954251789767766
74,1,13,30,65200,0,6,10,18,7,2,3,1,0,1.0,1,2003,BMW M3,1,17750,7597,102,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0.7776560788608982
75,1,30,45,97700,1,4,9,4,7,2,5,1,0,3.0,0,2002,BMW M3,1,14300,7737,145,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10,0.5220883534136547
76,1,19,121,179000,1,6,6,10,3,2,3,1,3,2.0,1,1998,BMW M3,1,22500,14408,85,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,7,0.547645125958379
77,0,47,41,67600,1,5,16,0,4,6,4,1,1,6.0,1,2011,BMW M3,1,30000,9630,76,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,15,0.6907630522088354
78,0,46,8,170400,1,6,8,10,11,5,4,1,0,2.0,1,2002,BMW M3,1,9333,12704,140,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,27,0.24096385542168675
79,1,34,181,68600,1,6,5,4,4,3,9,1,0,3.0,1,2006,BMW M3,1,44500,23335,137,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10,0.4893994582983095
80,0,33,57,220000,1,6,10,17,12,4,9,1,0,1.0,1,1998,BMW M3,1,9169,16117,82,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,15,0.49913941480206536
81,1,29,51,95300,1,7,9,4,7,2,4,1,0,1.0,1,2002,BMW M3,1,23750,11453,57,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10,0.3438142815163091
82,0,29,81,196700,1,6,11,4,9,6,4,1,0,2.0,1,1997,BMW M3,1,13000,13155,134,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,11,0.645321010067668
83,1,21,35,98000,1,6,8,1,6,5,5,1,0,1.0,1,2003,BMW M3,1,25000,10721,85,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,11,0.6977911646586346
84,1,37,53,41300,1,6,14,0,4,0,3,1,0,2.0,1,2015,BMW M3,1,40550,11069,59,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,10,0.5220883534136547
85,0,10,49,121100,1,6,7,2,11,4,5,1,0,3.0,1,2002,BMW M3,1,16500,17364,122,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7,0.5301204819277108
86,1,16,32,79600,1,5,9,1,5,5,1,1,0,5.0,1,2008,BMW M3,1,22175,9470,108,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,0.6481096800997093
87,1,35,67,86500,1,5,13,5,9,3,4,1,0,2.0,1,2012,BMW M3,1,34750,21129,95,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,12,0.43140303148076176
88,1,32,31,35500,1,7,19,4,7,5,5,1,0,2.0,1,2016,BMW M3,1,39280,10943,207,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,13,0.12851405622489961
89,0,42,37,49400,0,5,7,5,7,2,2,1,0,4.0,1,2011,BMW M3,1,30500,12339,76,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,21,0.38979447200566975
90,1,20,37,92200,1,4,8,1,8,4,2,1,0,2.0,0,1998,BMW M3,1,17500,11117,129,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9,0.5421686746987951
91,1,20,29,7500,1,6,9,5,2,0,5,1,0,1.0,1,2015,BMW M3,1,50000,8819,84,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,14,0.6950880444856349
92,1,19,25,78900,1,7,8,15,8,4,3,1,2,3.0,1,2004,BMW M3,1,24000,9743,90,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0.7048192771084338
93,1,17,43,106000,1,7,14,5,5,3,4,1,0,1.0,1,2003,BMW M3,1,23000,11693,75,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,0.4254518072289157
94,1,22,37,69700,1,6,15,5,6,5,4,1,2,7.0,0,2011,BMW M3,1,30500,17132,113,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10,0.6927710843373494
95,1,36,36,42000,1,5,13,0,3,2,2,1,0,1.0,1,2016,BMW M3,1,44869,11843,97,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,16,0.47816265060240964
96,1,31,52,88400,1,5,10,1,4,3,5,1,0,0.0,1,2006,BMW M3,1,18773,11048,93,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,14,0.3176341730558598
97,0,5,46,158800,1,4,10,15,13,12,4,1,0,5.0,1,1999,BMW M3,1,7200,11324,137,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,4,0.5783132530120483
98,0,13,17,205700,1,5,9,3,7,4,2,1,0,1.0,1,1998,BMW M3,1,9300,15507,85,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,6,0.5004633920296571
99,1,57,62,97000,1,5,10,10,11,3,4,1,0,3.0,1,2008,BMW M3,1,17500,14707,91,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,18,0.19578313253012053
100,0,29,28,63700,0,6,13,0,9,2,5,1,0,1.0,1,1999,BMW M3,1,10100,7139,100,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,15,0.45180722891566266
101,0,8,28,83100,1,7,7,3,8,0,4,1,0,1.0,1,2004,BMW M3,1,16500,7195,110,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,0.4819277108433735
102,0,29,99,94400,1,4,7,9,8,0,1,1,0,0.0,1,1995,BMW M3,1,9750,16729,121,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,16,0.27763226820324777
103,1,22,31,50400,1,6,17,4,15,1,8,1,0,2.0,1,2008,BMW M3,1,28760,12074,212,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15,0.6302131603336423
104,1,37,26,99100,1,5,14,7,6,7,8,1,0,2.0,1,2008,BMW M3,1,24250,11032,99,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,13,0.5622489959839356
105,1,26,32,78900,1,6,10,3,7,7,2,1,0,3.0,0,2009,BMW M3,1,23250,10329,111,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,15,0.4154549231408392
106,0,17,8,173100,1,5,12,13,9,2,2,1,3,2.0,1,2004,BMW M3,1,14100,14194,204,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,5,0.7228915662650602
107,1,29,76,88800,1,4,11,0,5,2,3,1,0,1.0,1,2013,BMW M3,1,24069,11520,98,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,18,0.300147960262101
108,1,35,49,125200,1,5,12,0,8,0,4,1,0,10.0,1,2005,BMW M3,1,17000,9348,148,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13,0.6190278354798504
109,1,26,30,121900,1,5,12,24,5,4,5,1,2,3.0,1,2003,BMW M3,1,18333,12160,86,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,0.647032574743418
110,1,16,119,239900,1,5,8,19,13,0,3,1,2,3.0,0,1990,BMW M3,1,41150,18089,123,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,5,0.279739648248165
111,0,22,16,52700,1,6,14,7,1,3,5,1,0,3.0,1,2016,BMW M3,1,43500,13184,121,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,8,0.5421686746987951
112,1,49,26,53900,1,6,13,2,8,7,4,1,0,2.0,1,2003,BMW M3,1,18666,5684,124,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,15,0.5859802847754656
113,1,24,29,82500,1,6,9,6,9,2,5,1,0,6.0,1,2004,BMW M3,1,24500,8840,151,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,11,0.4709748083242059
114,1,47,84,56200,0,6,11,9,10,2,1,1,2,2.0,1,2013,BMW M3,1,47500,14277,148,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9,0.4609743321110529
115,1,29,24,110600,1,6,10,15,11,2,3,1,0,3.0,1,2003,BMW M3,1,19346,10210,172,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12,0.28112449799196787
116,0,13,28,149900,1,5,10,24,4,6,7,1,0,5.0,1,1998,BMW M3,1,15250,14470,90,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8,0.3759036144578313
117,1,13,13,74300,0,5,12,1,5,5,4,1,0,2.0,0,2008,BMW M3,1,19500,4622,83,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,11,0.33467202141900937
118,1,40,19,55500,1,5,11,7,5,6,2,1,0,2.0,0,2009,BMW M3,1,23100,5393,96,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,19,0.24096385542168675
119,1,32,49,177100,1,5,10,19,11,4,3,1,0,1.0,1,2002,BMW M3,1,21500,13070,111,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,11,0.5033467202141901
120,1,37,47,51800,1,6,11,8,4,2,4,1,3,5.0,1,2008,BMW M3,1,35750,12916,100,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,7,0.6284597850862912
121,1,33,42,57000,0,6,13,12,8,3,5,1,2,1.0,0,1998,BMW M3,1,24200,8688,229,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,15,0.3401842664776754
122,1,7,59,53500,0,5,13,1,7,0,6,1,0,2.0,0,2008,BMW M3,1,27000,4330,95,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,7,0.057621791513881665
123,0,67,62,106200,1,4,13,0,9,6,4,1,0,5.0,1,2002,BMW M3,1,15750,14141,82,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,26,0.2710843373493976
124,1,35,17,95600,1,5,11,0,9,5,3,1,0,4.0,1,1995,BMW M3,1,15500,10001,105,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,14,0.5653382761816497
125,1,8,33,196500,1,5,10,1,12,10,3,1,0,2.0,1,2005,BMW M3,1,19000,11170,128,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,6,0.7807228915662651
126,1,34,28,43800,1,6,14,3,5,5,4,1,0,2.0,1,2008,BMW M3,1,26751,5125,109,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17,0.41666666666666663
127,1,6,69,36600,1,5,10,4,4,0,2,1,0,3.0,0,2002,BMW M3,1,30000,15345,118,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,6,0.20262869660460026
128,0,25,10,101500,1,5,10,1,8,7,5,1,2,4.0,1,2008,BMW M3,1,18750,6629,108,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12,0.4819277108433735
129,1,7,33,70400,1,5,5,19,2,0,7,1,2,4.0,0,2009,BMW M3,1,19700,10656,72,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,0.5533244087460955
130,1,18,32,69800,1,6,11,10,6,5,4,1,0,2.0,0,2003,BMW M3,1,16500,6785,98,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,10,0.46802594995366076
131,1,9,34,165800,1,4,2,46,10,0,5,1,2,4.0,0,1995,BMW M3,1,17000,10082,166,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,5,0.647032574743418
132,1,40,41,59700,1,4,16,0,8,2,4,1,0,2.0,1,2011,BMW M3,1,28750,7738,95,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,15,0.428380187416332
133,0,52,45,130600,0,5,9,3,16,3,2,1,2,2.0,1,2008,BMW M3,1,18300,9248,157,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,18,0.3782572149061362
134,1,21,40,56000,1,6,10,5,6,8,10,1,0,5.0,0,1995,BMW M3,1,20500,8244,168,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10,0.5220883534136547
135,1,45,46,74100,1,5,12,7,7,4,4,1,0,4.0,0,2004,BMW M3,1,20000,9516,77,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,17,0.2637577336372517
136,1,39,42,68900,0,6,14,3,9,3,5,1,0,2.0,0,2006,BMW M3,1,25750,9714,95,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,22,0.5301204819277108
137,1,21,55,109400,1,6,15,16,15,7,6,1,0,5.0,0,2005,BMW M3,1,17750,11300,135,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,18,0.35096909376636976
138,0,25,36,82300,1,6,9,6,13,5,3,1,0,4.0,1,2002,BMW M3,1,17750,5811,114,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,13,0.2936746987951807
139,1,37,34,74800,1,5,15,8,6,6,5,1,0,3.0,0,2013,BMW M3,1,24750,6032,77,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,20,0.20080321285140562
140,0,16,21,246900,1,6,10,7,22,3,4,1,0,3.0,1,1997,BMW M3,1,7100,13282,147,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,9,0.428380187416332
141,0,32,67,133100,1,6,10,9,10,2,4,1,0,5.0,1,2008,BMW M3,0,16592,13075,95,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,13,0.4955671743578086
142,1,35,29,93000,1,4,10,5,4,0,3,1,0,1.0,1,2009,BMW M3,1,17250,7727,51,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,14,0.1355421686746988
143,1,39,25,50000,1,5,14,1,6,11,4,1,0,2.0,1,2015,BMW M3,1,40000,10750,77,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,16,0.27763226820324777
144,1,9,16,24600,1,6,17,8,0,3,4,1,0,2.0,1,2016,BMW M3,1,44500,13645,135,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,6,0.6302131603336423
145,1,26,28,40900,1,7,13,3,2,2,2,1,0,3.0,0,2009,BMW M3,1,29250,10459,136,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,16,0.40963855421686746
146,0,20,22,230000,1,6,12,3,14,9,3,1,0,7.0,1,1998,BMW M3,1,11520,15234,145,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,11,0.5386250885896527
147,1,30,29,138500,1,6,13,21,20,7,7,1,0,6.0,0,2003,BMW M3,1,16850,15285,117,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,17,0.547645125958379
148,1,24,11,33300,1,5,13,2,4,4,4,1,2,4.0,1,2017,BMW M3,1,51600,8688,61,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,1.0
149,1,14,65,104900,1,5,7,34,9,5,4,1,3,4.0,0,1991,BMW M3,1,57055,24544,92,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,10,0.6213087644696433
150,1,33,170,9000,1,6,10,13,7,0,3,1,0,3.0,0,2015,BMW M3,1,47000,13337,71,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,12,0.2242080906407086
151,1,31,32,115800,1,6,12,4,9,9,7,1,0,1.0,1,2002,BMW M3,1,23000,10362,128,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,18,0.5120481927710843
152,1,22,50,124500,1,5,4,28,7,4,4,1,3,1.0,1,1997,BMW M3,0,31500,18028,117,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8,0.7469879518072289
153,1,37,39,12300,1,5,13,0,6,1,6,1,0,5.0,1,2001,BMW M3,1,37250,8351,85,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,19,0.5835843373493976
154,1,7,24,90500,1,6,11,4,9,1,7,1,0,2.0,1,2005,BMW M3,1,24000,10851,150,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,6,0.40963855421686746
155,1,56,24,127800,1,4,12,8,12,3,4,1,0,4.0,1,2005,BMW M3,1,13000,12355,63,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,15,0.24096385542168675
156,1,29,20,32200,1,5,16,0,4,4,4,1,0,2.0,1,2018,BMW M3,1,54000,11993,93,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,19,0.5572289156626506
157,1,25,32,66100,1,7,10,4,9,4,6,1,0,4.0,0,2001,BMW M3,1,20250,5050,162,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,10,0.3943044906900328
158,0,31,21,123100,1,6,12,11,13,1,6,1,0,1.0,1,1997,BMW M3,1,13000,11142,162,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,13,0.5220883534136547
159,1,34,48,64900,0,5,9,0,9,5,6,1,0,1.0,0,2005,BMW M3,1,30000,10148,169,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,14,0.3159303882195448
160,0,24,52,57700,0,6,8,11,3,6,4,1,3,2.0,1,2010,BMW M3,1,35250,9059,157,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,17,0.4939759036144578
161,1,46,71,77000,1,6,12,12,11,0,2,1,0,2.0,1,2004,BMW M3,1,12100,9899,96,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,15,0.5727829350187635
162,1,31,77,73800,1,7,11,5,6,5,2,1,0,2.0,0,2013,BMW M3,1,43250,14060,79,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,10,0.2705559078418939
163,1,37,48,119800,1,6,10,21,15,18,6,1,0,1.0,0,2005,BMW M3,1,27600,16431,149,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,16,0.41396354649366696
164,1,59,46,154400,1,6,9,5,4,6,3,1,0,4.0,1,2001,BMW M3,1,19000,8640,107,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,23,0.4819277108433735
165,0,41,39,68700,0,6,13,2,9,1,1,1,0,0.0,1,2005,BMW M3,1,33000,9083,122,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,22,0.4454180357794816
166,1,22,52,164100,1,4,9,11,7,0,5,1,0,3.0,1,1988,BMW M3,1,60250,17610,200,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,15,0.7797858099062919
167,1,32,76,109000,1,5,10,2,9,12,8,1,0,4.0,1,1999,BMW M3,1,24750,14470,275,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12,0.5393883225208527
168,1,33,17,31800,1,5,12,0,5,5,2,1,1,1.0,0,2009,BMW M3,1,28000,4660,105,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,18,0.4709748083242059
169,1,2,13,129100,1,6,13,1,10,0,3,1,0,3.0,1,2001,BMW M3,1,14500,4407,97,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.428380187416332
